$a,$b,$c,$d,$e,$f,$g,$h,$i,$j,$k,<$a
1,0,0,1,0,1,0,1,0,1,1,245.56
1,1,0,1,0,1,0,1,0,1,1,250.26
1,0,1,0,1,1,0,1,0,1,1,248.07
1,0,1,1,1,1,0,1,0,1,1,249.3
1,1,1,0,1,1,0,1,0,1,1,252.75
1,1,1,1,1,1,0,1,0,1,1,253.98
1,0,0,0,1,0,0,1,0,1,1,246.38
1,1,0,0,1,0,0,1,0,1,1,252.13
1,0,1,0,1,0,0,1,0,1,1,248.78
1,1,1,0,1,0,0,1,0,1,1,253.39
1,0,0,0,1,1,0,1,0,1,1,248.6
1,0,1,0,1,1,0,1,0,1,1,250.44
1,1,0,0,1,1,0,1,0,1,1,254.27
1,1,1,0,1,1,0,1,0,1,1,255.17
1,0,0,1,1,0,0,1,0,1,1,246.09
1,1,0,1,1,0,0,1,0,1,1,250.57
1,0,0,1,1,1,0,1,0,1,1,248.06
1,1,0,1,1,1,0,1,0,1,1,252.52
1,0,1,1,1,0,0,1,0,1,1,250.04
1,0,1,1,1,1,0,1,0,1,1,251.57
1,1,1,1,1,0,0,1,0,1,1,254.59
1,1,1,1,1,1,0,1,0,1,1,256.22
1,0,0,0,0,0,1,0,0,1,1,230.79
1,1,0,0,0,0,1,0,0,1,1,235.21
1,0,1,0,1,0,1,0,0,1,1,233.55
1,1,1,0,1,0,1,0,0,1,1,237.33
1,0,0,1,0,0,1,0,0,1,1,231.44
1,0,1,1,1,0,1,0,0,1,1,234.24
1,1,0,1,0,0,1,0,0,1,1,235.31
1,1,1,1,1,0,1,0,0,1,1,238.2
1,0,0,0,1,0,1,0,0,1,1,232.49
1,1,0,0,1,0,1,0,0,1,1,237.06
1,0,0,1,1,0,1,0,0,1,1,233.12
1,1,0,1,1,0,1,0,0,1,1,236.98
1,0,1,0,1,0,1,0,0,1,1,235.23
1,0,1,1,1,0,1,0,0,1,1,235.95
1,1,1,0,1,0,1,0,0,1,1,239.04
1,1,1,1,1,0,1,0,0,1,1,239.96
1,0,0,0,0,0,1,1,0,1,1,245.21
1,1,0,0,0,0,1,1,0,1,1,251.09
1,0,1,0,1,0,1,1,0,1,1,247.37
1,1,1,0,1,0,1,1,0,1,1,252.04
1,0,0,0,1,0,1,1,0,1,1,247.79
1,0,1,0,1,0,1,1,0,1,1,249.68
1,1,0,0,1,0,1,1,0,1,1,253.82
1,1,1,0,1,0,1,1,0,1,1,254.39
1,0,0,1,0,0,1,1,0,1,1,244.85
1,1,0,1,0,0,1,1,0,1,1,249.56
1,0,0,1,1,0,1,1,0,1,1,247.01
1,1,0,1,1,0,1,1,0,1,1,252.04
1,0,1,1,1,0,1,1,0,1,1,249.09
1,0,1,1,1,0,1,1,0,1,1,251.25
1,1,1,1,1,0,1,1,0,1,1,253.54
1,1,1,1,1,0,1,1,0,1,1,255.64
1,0,0,0,0,1,1,0,0,1,1,232.22
1,1,0,0,0,1,1,0,0,1,1,236.64
1,0,1,0,1,1,1,0,0,1,1,234.77
1,1,1,0,1,1,1,0,0,1,1,238.74
1,0,0,1,0,1,1,0,0,1,1,232.64
1,0,1,1,1,1,1,0,0,1,1,235.57
1,1,0,1,0,1,1,0,0,1,1,236.58
1,1,1,1,1,1,1,0,0,1,1,239.5
1,0,0,0,0,1,1,1,0,1,1,246.94
1,1,0,0,0,1,1,1,0,1,1,252.89
1,0,0,1,0,1,1,1,0,1,1,246.5
1,1,0,1,0,1,1,1,0,1,1,251.03
1,0,1,0,1,1,1,1,0,1,1,249.05
1,0,1,1,1,1,1,1,0,1,1,250.23
1,1,1,0,1,1,1,1,0,1,1,253.74
1,1,1,1,1,1,1,1,0,1,1,255.12
1,0,0,0,1,1,1,0,0,1,1,234.05
1,1,0,0,1,1,1,0,0,1,1,238.56
1,0,1,0,1,1,1,0,0,1,1,236.38
1,1,1,0,1,1,1,0,0,1,1,240.43
1,0,0,0,1,1,1,1,0,1,1,249.62
1,0,1,0,1,1,1,1,0,1,1,251.31
1,1,0,0,1,1,1,1,0,1,1,255.42
1,1,1,0,1,1,1,1,0,1,1,256.23
1,0,0,1,1,1,1,0,0,1,1,234.45
1,1,0,1,1,1,1,0,0,1,1,238.27
1,0,0,1,1,1,1,1,0,1,1,248.74
1,1,0,1,1,1,1,1,0,1,1,253.47
1,0,1,1,1,1,1,0,0,1,1,237.35
1,0,1,1,1,1,1,1,0,1,1,252.62
1,1,1,1,1,1,1,0,0,1,1,241.23
1,1,1,1,1,1,1,1,0,1,1,257.33
1,0,0,0,0,0,0,0,1,0,1,230.74
1,1,0,0,0,0,0,0,1,0,1,232
1,0,1,0,1,0,0,0,1,0,1,233.45
1,1,1,0,1,0,0,0,1,0,1,234.27
1,0,0,1,0,0,0,0,1,0,1,231
1,0,1,1,1,0,0,0,1,0,1,233.66
1,1,0,1,0,0,0,0,1,0,1,232.05
1,1,1,1,1,0,0,0,1,0,1,234.87
1,0,0,0,1,0,0,0,1,0,1,232.22
1,1,0,0,1,0,0,0,1,0,1,233.54
1,0,0,1,1,0,0,0,1,0,1,232.65
1,1,0,1,1,0,0,0,1,0,1,233.85
1,0,1,0,1,0,0,0,1,0,1,235.16
1,0,1,1,1,0,0,0,1,0,1,236.06
1,1,1,0,1,0,0,0,1,0,1,236.36
1,1,1,1,1,0,0,0,1,0,1,237.1
1,0,0,0,0,1,0,0,1,0,1,231.62
1,1,0,0,0,1,0,0,1,0,1,232.64
1,0,1,0,1,1,0,0,1,0,1,233.43
1,1,1,0,1,1,0,0,1,0,1,234.42
1,0,0,0,1,1,0,0,1,0,1,233
1,0,1,0,1,1,0,0,1,0,1,234.87
1,1,0,0,1,1,0,0,1,0,1,234.22
1,1,1,0,1,1,0,0,1,0,1,235.85
1,0,0,1,0,1,0,0,1,0,1,231.63
1,1,0,1,0,1,0,0,1,0,1,232.59
1,0,0,1,1,1,0,0,1,0,1,232.99
1,1,0,1,1,1,0,0,1,0,1,234.25
1,0,1,1,1,1,0,0,1,0,1,235.07
1,0,1,1,1,1,0,0,1,0,1,236.53
1,1,1,1,1,1,0,0,1,0,1,236.17
1,1,1,1,1,1,0,0,1,0,1,237.7
1,0,0,0,0,0,1,0,1,0,1,231.32
1,1,0,0,0,0,1,0,1,0,1,232.47
1,0,1,0,1,0,1,0,1,0,1,233.23
1,1,1,0,1,0,1,0,1,0,1,234.38
1,0,0,1,0,0,1,0,1,0,1,231.76
1,0,1,1,1,0,1,0,1,0,1,234.61
1,1,0,1,0,0,1,0,1,0,1,232.98
1,1,1,1,1,0,1,0,1,0,1,235.91
1,0,0,0,0,1,1,0,1,0,1,233
1,1,0,0,0,1,1,0,1,0,1,234.06
1,0,0,1,0,1,1,0,1,0,1,233.15
1,1,0,1,0,1,1,0,1,0,1,234.13
1,0,1,0,1,1,1,0,1,0,1,234.92
1,0,1,1,1,1,1,0,1,0,1,235.79
1,1,1,0,1,1,1,0,1,0,1,235.96
1,1,1,1,1,1,1,0,1,0,1,236.74
1,0,0,0,1,0,1,0,1,0,1,233.42
1,1,0,0,1,0,1,0,1,0,1,234.47
1,0,1,0,1,0,1,0,1,0,1,235.37
1,1,1,0,1,0,1,0,1,0,1,236.43
1,0,0,0,1,1,1,0,1,0,1,234.56
1,0,1,0,1,1,1,0,1,0,1,236.35
1,1,0,0,1,1,1,0,1,0,1,235.78
1,1,1,0,1,1,1,0,1,0,1,237.41
1,0,0,1,1,0,1,0,1,0,1,233.43
1,1,0,1,1,0,1,0,1,0,1,234.75
1,0,0,1,1,1,1,0,1,0,1,234.65
1,1,0,1,1,1,1,0,1,0,1,235.79
1,0,1,1,1,0,1,0,1,0,1,236.31
1,0,1,1,1,1,1,0,1,0,1,237.23
1,1,1,1,1,0,1,0,1,0,1,237.36
1,1,1,1,1,1,1,0,1,0,1,238.23
1,0,0,0,0,0,0,0,1,1,1,246
1,1,0,0,0,0,0,0,1,1,1,249.99
1,0,1,0,1,0,0,0,1,1,1,248.69
1,1,1,0,1,0,0,0,1,1,1,252.18
1,0,0,1,0,0,0,0,1,1,1,246.81
1,0,1,1,1,0,0,0,1,1,1,249.5
1,1,0,1,0,0,0,0,1,1,1,250.24
1,1,1,1,1,0,0,0,1,1,1,252.84
1,0,0,0,1,0,0,0,1,1,1,247.69
1,1,0,0,1,0,0,0,1,1,1,251.74
1,0,0,1,1,0,0,0,1,1,1,248.34
1,1,0,1,1,0,0,0,1,1,1,251.71
1,0,1,0,1,0,0,0,1,1,1,250.05
1,0,1,1,1,0,0,0,1,1,1,250.87
1,1,1,0,1,0,0,0,1,1,1,253.51
1,1,1,1,1,0,0,0,1,1,1,254.34
1,0,0,0,0,0,1,0,1,1,1,247.8
1,1,0,0,0,0,1,0,1,1,1,251.85
1,0,1,0,1,0,1,0,1,1,1,249.58
1,1,1,0,1,0,1,0,1,1,1,252.99
1,0,0,0,1,0,1,0,1,1,1,249.44
1,0,1,0,1,0,1,0,1,1,1,251.01
1,1,0,0,1,0,1,0,1,1,1,253.49
1,1,1,0,1,0,1,0,1,1,1,254.47
1,0,0,1,0,0,1,0,1,1,1,247.61
1,1,0,1,0,0,1,0,1,1,1,251.32
1,0,0,1,1,0,1,0,1,1,1,249.41
1,1,0,1,1,0,1,0,1,1,1,252.81
1,0,1,1,1,0,1,0,1,1,1,250.28
1,0,1,1,1,0,1,0,1,1,1,251.79
1,1,1,1,1,0,1,0,1,1,1,254.42
1,1,1,1,1,0,1,0,1,1,1,255.21
1,0,0,0,0,1,0,0,1,1,1,247.99
1,1,0,0,0,1,0,0,1,1,1,251.93
1,0,1,0,1,1,0,0,1,1,1,249.72
1,1,1,0,1,1,0,0,1,1,1,253.12
1,0,0,1,0,1,0,0,1,1,1,248.06
1,0,1,1,1,1,0,0,1,1,1,250.34
1,1,0,1,0,1,0,0,1,1,1,251.43
1,1,1,1,1,1,0,0,1,1,1,254.07
1,0,0,0,0,1,1,0,1,1,1,249.04
1,1,0,0,0,1,1,0,1,1,1,252.82
1,0,0,1,0,1,1,0,1,1,1,248.9
1,1,0,1,0,1,1,0,1,1,1,252.28
1,0,1,0,1,1,1,0,1,1,1,250.53
1,0,1,1,1,1,1,0,1,1,1,251.36
1,1,1,0,1,1,1,0,1,1,1,254.12
1,1,1,1,1,1,1,0,1,1,1,255.01
1,0,0,0,1,1,0,0,1,1,1,250.07
1,1,0,0,1,1,0,0,1,1,1,253.74
1,0,1,0,1,1,0,0,1,1,1,251.16
1,1,1,0,1,1,0,0,1,1,1,254.5
1,0,0,0,1,1,1,0,1,1,1,250.6
1,0,1,0,1,1,1,0,1,1,1,251.98
1,1,0,0,1,1,1,0,1,1,1,254.42
1,1,1,0,1,1,1,0,1,1,1,255.32
1,0,0,1,1,1,0,0,1,1,1,249.46
1,1,0,1,1,1,0,0,1,1,1,252.87
1,0,0,1,1,1,1,0,1,1,1,250.48
1,1,0,1,1,1,1,0,1,1,1,253.57
1,0,1,1,1,1,0,0,1,1,1,251.81
1,0,1,1,1,1,1,0,1,1,1,252.77
1,1,1,1,1,1,0,0,1,1,1,255.43
1,1,1,1,1,1,1,0,1,1,1,256.25
1,0,0,0,0,0,0,1,1,0,1,244.92
1,1,0,0,0,0,0,1,1,0,1,247.47
1,0,1,0,1,0,0,1,1,0,1,248.02
1,1,1,0,1,0,0,1,1,0,1,248.9
1,0,0,1,0,0,0,1,1,0,1,245.5
1,0,1,1,1,0,0,1,1,0,1,249.05
1,1,0,1,0,0,0,1,1,0,1,246.32
1,1,1,1,1,0,0,1,1,0,1,250.16
1,0,0,0,1,0,0,1,1,0,1,247.25
1,1,0,0,1,0,0,1,1,0,1,249.79
1,0,0,1,1,0,0,1,1,0,1,247.43
1,1,0,1,1,0,0,1,1,0,1,248.43
1,0,1,0,1,0,0,1,1,0,1,250.12
1,0,1,1,1,0,0,1,1,0,1,251.24
1,1,1,0,1,0,0,1,1,0,1,251.24
1,1,1,1,1,0,0,1,1,0,1,252.27
1,0,0,0,0,1,0,1,1,0,1,246.61
1,1,0,0,0,1,0,1,1,0,1,249.25
1,0,1,0,1,1,0,1,1,0,1,249.01
1,1,1,0,1,1,0,1,1,0,1,250.24
1,0,0,0,1,1,0,1,1,0,1,248.71
1,0,1,0,1,1,0,1,1,0,1,251.02
1,1,0,0,1,1,0,1,1,0,1,251.3
1,1,1,0,1,1,0,1,1,0,1,252.09
1,0,0,1,0,1,0,1,1,0,1,246.65
1,1,0,1,0,1,0,1,1,0,1,247.87
1,0,0,1,1,1,0,1,1,0,1,248.65
1,1,0,1,1,1,0,1,1,0,1,249.83
1,0,1,1,1,1,0,1,1,0,1,249.83
1,0,1,1,1,1,0,1,1,0,1,251.91
1,1,1,1,1,1,0,1,1,0,1,251.15
1,1,1,1,1,1,0,1,1,0,1,253.15
1,0,0,0,0,0,0,1,1,1,1,258.56
1,1,0,0,0,0,0,1,1,1,1,264.6
1,0,1,0,1,0,0,1,1,1,1,260.33
1,1,1,0,1,0,0,1,1,1,1,264.99
1,0,0,1,0,0,0,1,1,1,1,258.02
1,0,1,1,1,0,0,1,1,1,1,261.44
1,1,0,1,0,0,0,1,1,1,1,262.74
1,1,1,1,1,0,0,1,1,1,1,266.1
1,0,0,0,0,1,0,1,1,1,1,260.5
1,1,0,0,0,1,0,1,1,1,1,266.45
1,0,0,1,0,1,0,1,1,1,1,259.76
1,1,0,1,0,1,0,1,1,1,1,264.47
1,0,1,0,1,1,0,1,1,1,1,261.85
1,0,1,1,1,1,0,1,1,1,1,262.95
1,1,1,0,1,1,0,1,1,1,1,266.52
1,1,1,1,1,1,0,1,1,1,1,267.85
1,0,0,0,1,0,0,1,1,1,1,261.09
1,1,0,0,1,0,0,1,1,1,1,267.04
1,0,1,0,1,0,0,1,1,1,1,262.66
1,1,1,0,1,0,0,1,1,1,1,267.28
1,0,0,0,1,1,0,1,1,1,1,262.68
1,0,1,0,1,1,0,1,1,1,1,264.16
1,1,0,0,1,1,0,1,1,1,1,268.8
1,1,1,0,1,1,0,1,1,1,1,268.58
1,0,0,1,1,0,0,1,1,1,1,260.17
1,1,0,1,1,0,0,1,1,1,1,264.93
1,0,0,1,1,1,0,1,1,1,1,261.68
1,1,0,1,1,1,0,1,1,1,1,266.21
1,0,1,1,1,0,0,1,1,1,1,263.72
1,0,1,1,1,1,0,1,1,1,1,264.93
1,1,1,1,1,0,0,1,1,1,1,268.42
1,1,1,1,1,1,0,1,1,1,1,269.52
1,0,0,0,0,0,1,1,1,0,1,245.79
1,1,0,0,0,0,1,1,1,0,1,248.19
1,0,1,0,1,0,1,1,1,0,1,248.42
1,1,1,0,1,0,1,1,1,0,1,249.49
1,0,0,1,0,0,1,1,1,0,1,246.01
1,0,1,1,1,0,1,1,1,0,1,249.53
1,1,0,1,0,0,1,1,1,0,1,247.26
1,1,1,1,1,0,1,1,1,0,1,250.6
1,0,0,0,1,0,1,1,1,0,1,247.67
1,1,0,0,1,0,1,1,1,0,1,250.37
1,0,0,1,1,0,1,1,1,0,1,248.03
1,1,0,1,1,0,1,1,1,0,1,249.3
1,0,1,0,1,0,1,1,1,0,1,250.45
1,0,1,1,1,0,1,1,1,0,1,251.52
1,1,1,0,1,0,1,1,1,0,1,251.25
1,1,1,1,1,0,1,1,1,0,1,252.5
1,0,0,0,0,0,1,1,1,1,1,260.17
1,1,0,0,0,0,1,1,1,1,1,266.11
1,0,1,0,1,0,1,1,1,1,1,261.69
1,1,1,0,1,0,1,1,1,1,1,266.48
1,0,0,0,1,0,1,1,1,1,1,262.22
1,0,1,0,1,0,1,1,1,1,1,263.79
1,1,0,0,1,0,1,1,1,1,1,268.41
1,1,1,0,1,0,1,1,1,1,1,268.38
1,0,0,1,0,0,1,1,1,1,1,259.26
1,1,0,1,0,0,1,1,1,1,1,264.17
1,0,0,1,1,0,1,1,1,1,1,261.36
1,1,0,1,1,0,1,1,1,1,1,266.09
1,0,1,1,1,0,1,1,1,1,1,262.6
1,0,1,1,1,0,1,1,1,1,1,264.6
1,1,1,1,1,0,1,1,1,1,1,267.32
1,1,1,1,1,0,1,1,1,1,1,269.38
1,0,0,0,0,1,1,1,1,0,1,247.13
1,1,0,0,0,1,1,1,1,0,1,249.74
1,0,1,0,1,1,1,1,1,0,1,249.6
1,1,1,0,1,1,1,1,1,0,1,250.61
1,0,0,1,0,1,1,1,1,0,1,247.31
1,0,1,1,1,1,1,1,1,0,1,250.75
1,1,0,1,0,1,1,1,1,0,1,248.58
1,1,1,1,1,1,1,1,1,0,1,251.8
1,0,0,0,0,1,1,1,1,1,1,261.57
1,1,0,0,0,1,1,1,1,1,1,267.59
1,0,0,1,0,1,1,1,1,1,1,260.69
1,1,0,1,0,1,1,1,1,1,1,265.42
1,0,1,0,1,1,1,1,1,1,1,262.94
1,0,1,1,1,1,1,1,1,1,1,263.82
1,1,1,0,1,1,1,1,1,1,1,267.51
1,1,1,1,1,1,1,1,1,1,1,268.55
1,0,0,0,1,1,1,1,1,0,1,249.34
1,1,0,0,1,1,1,1,1,0,1,251.79
1,0,1,0,1,1,1,1,1,0,1,251.52
1,1,1,0,1,1,1,1,1,0,1,252.68
1,0,0,0,1,1,1,1,1,1,1,263.59
1,0,1,0,1,1,1,1,1,1,1,264.74
1,1,0,0,1,1,1,1,1,1,1,269.47
1,1,1,0,1,1,1,1,1,1,1,269.47
1,0,0,1,1,1,1,1,1,0,1,249.36
1,1,0,1,1,1,1,1,1,0,1,250.43
1,0,0,1,1,1,1,1,1,1,1,262.11
1,1,0,1,1,1,1,1,1,1,1,267.17
1,0,1,1,1,1,1,1,1,0,1,252.45
1,0,1,1,1,1,1,1,1,1,1,265.82
1,1,1,1,1,1,1,1,1,0,1,253.67
1,1,1,1,1,1,1,1,1,1,1,270.4